Task,treatment,rho_ha_est,rho_ha_min,rho_ha_max,rho_hh_est,rho_hh_min,rho_hh_max,phi_0_est,phi_0_min,phi_0_max,alpha_est,alpha_min,alpha_max
1,baseline,0.593973287,0.515832464,0.664988749,0.550826372,0.474447064,0.60107407,0.816319191,0.701702474,0.902693596,0.662361264,0.554550049,0.818939314
2,baseline,0.594390023,0.511894289,0.663959977,0.550528073,0.501641209,0.616072403,0.814640758,0.694116839,0.90335481,0.665162739,0.552565022,0.829686555
3,baseline,0.595039282,0.517543156,0.666392694,0.550921373,0.490191427,0.600920936,0.815241814,0.69250224,0.904437284,0.66273733,0.549388635,0.824400789
4,baseline,0.594390308,0.513764877,0.664490878,0.55081885,0.47697662,0.640924279,0.815767181,0.69667532,0.905687333,0.661360663,0.549374629,0.817028116
5,baseline,0.594611391,0.51445169,0.666426788,0.550819199,0.468083174,0.621066558,0.815496666,0.697962311,0.904730291,0.662667542,0.549254307,0.815014856
6,baseline,0.595104261,0.515056045,0.667223202,0.550588881,0.501187129,0.621231528,0.815317681,0.700493099,0.903913275,0.662919242,0.552089278,0.815801747
7,baseline,0.593957238,0.511021816,0.66578759,0.55084223,0.480991788,0.606986242,0.815276081,0.700317796,0.90450573,0.662974295,0.551374537,0.818682294
8,baseline,0.594078585,0.514183551,0.666059909,0.550545439,0.4800652,0.627863215,0.81426709,0.692489515,0.901668901,0.661691363,0.552894683,0.819676408
9,baseline,0.593871931,0.511626874,0.662998179,0.550667384,0.473587247,0.597853807,0.814495846,0.697546493,0.902576697,0.663426914,0.555031458,0.822744304
10,baseline,0.594921839,0.512559886,0.668594599,0.550948449,0.480565363,0.604218764,0.815904774,0.697655263,0.900714942,0.66336546,0.550772615,0.821802949
11,baseline,0.59358157,0.513409738,0.66583834,0.550420965,0.497053591,0.615485327,0.813397919,0.693478368,0.901704672,0.662636415,0.552231537,0.822839787
12,baseline,0.595664886,0.513427354,0.667802021,0.551754511,0.488441996,0.606554378,0.81541373,0.700197999,0.90195948,0.663637473,0.553308805,0.819003565
13,baseline,0.595164291,0.51192673,0.669775699,0.550948419,0.48983354,0.608498555,0.81499205,0.697555398,0.903385235,0.663896817,0.554055711,0.820858833
14,baseline,0.594298647,0.510158928,0.667065981,0.550963274,0.500350549,0.606366912,0.814924694,0.698543236,0.904579802,0.660579426,0.550963389,0.811603207
15,baseline,0.594930455,0.514199143,0.66661584,0.550804177,0.487730801,0.61705352,0.815856503,0.69681999,0.906031498,0.662523979,0.549477893,0.817952938
16,baseline,0.594771188,0.513662521,0.668053923,0.551242677,0.474039209,0.60654129,0.815918299,0.700905312,0.902217457,0.662433481,0.552059183,0.819797381
17,baseline,0.594882857,0.512077308,0.668682798,0.550793676,0.500702552,0.601695355,0.815519385,0.701664028,0.904988903,0.663758046,0.553298512,0.818951366
18,baseline,0.594880228,0.516679563,0.665554473,0.551592519,0.470557027,0.612467487,0.814634275,0.693800875,0.906063631,0.663190194,0.549149761,0.819417036
19,baseline,0.594745698,0.512255674,0.665797725,0.550460087,0.478554572,0.601703433,0.816437828,0.700936865,0.905876058,0.665702379,0.554901288,0.820566511
20,baseline,0.595618638,0.514457516,0.668194895,0.550029336,0.491087644,0.599527918,0.816569357,0.701268463,0.906814749,0.665255188,0.554461954,0.82231318
21,baseline,0.597208888,0.517514465,0.669133068,0.549265632,0.486872602,0.6055468,0.817852615,0.692267506,0.908143851,0.665621745,0.552569249,0.826941395
22,baseline,0.596791314,0.515251529,0.669673864,0.551340614,0.462621446,0.603096469,0.815535562,0.695370116,0.907200092,0.663505105,0.552667004,0.819820004
23,baseline,0.595151665,0.512272003,0.668402725,0.551706749,0.473555829,0.602291131,0.81610297,0.696597396,0.904258141,0.665611352,0.553978806,0.826707973
24,baseline,0.592005479,0.511430277,0.664631278,0.549741648,0.457861024,0.613370137,0.815364287,0.701024527,0.9052863,0.661737867,0.554088413,0.823644883
25,baseline,0.59302355,0.512360318,0.668640886,0.551204707,0.476881769,0.602368504,0.815067255,0.693056789,0.903272719,0.657284681,0.552195458,0.821529546
26,baseline,0.594001286,0.512947274,0.667478177,0.550758848,0.484965841,0.615610197,0.814834087,0.696080326,0.901301347,0.66355216,0.553760489,0.819350271
27,baseline,0.595216014,0.513055209,0.664685058,0.551439309,0.492134887,0.614224424,0.813606359,0.693131295,0.905112861,0.663405445,0.553360191,0.820648441
28,baseline,0.595448617,0.515294364,0.665455779,0.549767717,0.471726534,0.615583284,0.81416797,0.692248581,0.903615449,0.66239226,0.552955083,0.820822852
29,baseline,0.595134881,0.513169966,0.667218765,0.55195704,0.479653393,0.616351963,0.815122934,0.693036366,0.903798864,0.661675278,0.554462723,0.812169525
30,baseline,0.594597554,0.513599836,0.6644009,0.551659881,0.491118036,0.60371447,0.816146319,0.699242449,0.901565285,0.663597745,0.55362839,0.820922221
31,baseline,0.595686801,0.516773307,0.667139726,0.550457421,0.479308705,0.604878309,0.816568551,0.695303195,0.905091379,0.663979006,0.551250827,0.82646231
32,baseline,0.594351628,0.508133195,0.668020026,0.550623297,0.481214961,0.618068261,0.813146701,0.69785637,0.901101071,0.660778253,0.551370682,0.818314535
33,baseline,0.594496461,0.511507023,0.667858876,0.550822478,0.492300054,0.595972006,0.816267724,0.70213484,0.905414222,0.663523185,0.553320154,0.822832654
34,baseline,0.597086785,0.513752166,0.669631318,0.551949346,0.481856876,0.599955056,0.811360972,0.690150856,0.900043322,0.658481628,0.54834592,0.813281225
35,baseline,0.595957445,0.514085061,0.667399162,0.551570778,0.480847051,0.626761936,0.817259843,0.698663908,0.904464111,0.66170793,0.550265764,0.817589239
36,baseline,0.595836436,0.515059554,0.668418393,0.551674381,0.504389732,0.615123541,0.815028946,0.696741335,0.905926367,0.661415471,0.550590297,0.817925157
37,baseline,0.593425243,0.512297832,0.667605766,0.550961596,0.491541025,0.621415413,0.816078055,0.703120959,0.90674005,0.664559077,0.551271804,0.817241032
38,baseline,0.595020869,0.512310338,0.666300371,0.552308859,0.485873174,0.609950466,0.815315591,0.696396004,0.905431598,0.664776716,0.55126799,0.824863063
39,baseline,0.594386424,0.513829192,0.666682086,0.551657468,0.501934769,0.610297657,0.814929228,0.695588207,0.902801466,0.66440826,0.552742259,0.829868878
40,baseline,0.596094043,0.516790583,0.668570711,0.551766172,0.496419267,0.608460282,0.815090094,0.693317994,0.905559427,0.662477631,0.553373346,0.81868507
41,baseline,0.596053276,0.513939273,0.667764743,0.551061857,0.485756409,0.604391302,0.814448621,0.69715053,0.904112732,0.662741918,0.550820388,0.825592694
42,baseline,0.595218103,0.515047331,0.668613045,0.551868356,0.485594457,0.614692563,0.812273402,0.695649026,0.899819532,0.659685424,0.54796455,0.821516455
43,baseline,0.594359425,0.514392584,0.667204702,0.552366373,0.484878497,0.617779706,0.816810853,0.70041228,0.904619128,0.663035207,0.550811141,0.819023124
44,baseline,0.594432172,0.511306802,0.666321528,0.550895761,0.484133959,0.617433615,0.815801206,0.694721207,0.90386697,0.664210524,0.553201962,0.824292054
45,baseline,0.59611669,0.513280598,0.667286997,0.551813476,0.488097997,0.600268117,0.815051168,0.696067341,0.904581698,0.664167874,0.551758573,0.824798658
46,baseline,0.592522977,0.512415227,0.665274992,0.549786714,0.488203218,0.605551892,0.817176558,0.693763776,0.905923564,0.665372149,0.552546234,0.82128552
47,baseline,0.595945196,0.515780741,0.668498997,0.551590272,0.493992321,0.602295384,0.813719844,0.698264654,0.904591774,0.663105318,0.550513251,0.820469269
48,baseline,0.5943033,0.511790584,0.666607438,0.551566757,0.491088225,0.607623295,0.815931284,0.707657051,0.904184949,0.662042375,0.550225817,0.819778641
49,baseline,0.596419923,0.517374918,0.667602167,0.552179715,0.495319217,0.60875972,0.813676926,0.696709095,0.901146371,0.662590246,0.54995806,0.823565994
50,baseline,0.59491382,0.511803021,0.666712062,0.552346869,0.49518361,0.610469438,0.81598964,0.696550876,0.903066217,0.664062221,0.554772766,0.817871242
51,baseline,0.595314715,0.515809877,0.666241756,0.55185844,0.486965516,0.59823465,0.81512947,0.697944763,0.90307768,0.66270917,0.549238312,0.818899333
52,baseline,0.595097906,0.515728757,0.666852149,0.552340863,0.476705477,0.614682153,0.815819579,0.69892254,0.904396448,0.663104999,0.551432229,0.823816389
53,baseline,0.594399979,0.511035869,0.666846507,0.552479721,0.477130554,0.614899787,0.814912563,0.695332803,0.905299781,0.661778053,0.550342546,0.822809807
54,baseline,0.595297454,0.514290546,0.668135014,0.551277738,0.477754513,0.615009442,0.816890124,0.700612714,0.905991146,0.66560579,0.552249025,0.825020279
55,baseline,0.597481332,0.51801709,0.670627695,0.552772846,0.480060613,0.605617331,0.812853456,0.700303988,0.897727496,0.656530199,0.547792965,0.814832582
56,baseline,0.591331026,0.509561641,0.66247988,0.548892087,0.492328232,0.61118244,0.812737719,0.69308745,0.900548246,0.660448845,0.550269176,0.817474387
57,baseline,0.594217498,0.509278997,0.666833537,0.547427179,0.494704407,0.601850748,0.818495304,0.701058542,0.907802214,0.667422977,0.553285217,0.829800894
58,baseline,0.597646533,0.517015057,0.671955531,0.552445149,0.462094625,0.612145298,0.813898333,0.691281731,0.900514881,0.659486782,0.549725279,0.819044106
59,baseline,0.595055571,0.515160476,0.668679857,0.552104746,0.478596756,0.620288083,0.813945403,0.699765312,0.902135384,0.662375919,0.552288606,0.819142585
60,baseline,0.595231382,0.515248467,0.666959745,0.551366574,0.475793276,0.599110942,0.817479089,0.703399427,0.905075477,0.66444088,0.549832562,0.825022032
61,baseline,0.595473876,0.513608763,0.668327548,0.551954706,0.479974946,0.613477194,0.815336603,0.69737421,0.90442164,0.663596313,0.552683577,0.813376081
62,baseline,0.592604896,0.510915803,0.662867432,0.548172118,0.475412983,0.600994403,0.817015281,0.695013785,0.908215354,0.667506598,0.553519686,0.825504289
63,baseline,0.595464931,0.512308404,0.666798214,0.551913406,0.50269347,0.604115822,0.81301495,0.695589169,0.903476396,0.662321415,0.550873822,0.823038803
64,baseline,0.594455136,0.510500019,0.667463383,0.550906661,0.478979873,0.607329559,0.815816737,0.696162451,0.908554571,0.66447805,0.551171454,0.82063563
65,baseline,0.595061802,0.514902068,0.667324787,0.552283816,0.47690934,0.6073525,0.815718712,0.696858895,0.907184421,0.662584223,0.551859178,0.81895896
66,baseline,0.597793278,0.517473821,0.669996243,0.551549629,0.488595079,0.612558794,0.808645319,0.691880191,0.8988067,0.656599378,0.54594743,0.8134952
67,baseline,0.595231251,0.512633878,0.665682456,0.551864321,0.479233891,0.61733243,0.815361257,0.695380556,0.905069595,0.663522673,0.553227473,0.8177205
68,baseline,0.595657243,0.5150408,0.667801535,0.552311608,0.468306656,0.615237085,0.816893002,0.701323368,0.908139616,0.663681527,0.552512048,0.822818108
69,baseline,0.594274326,0.513039197,0.668008282,0.551792921,0.478277334,0.605524467,0.81827955,0.703785475,0.904832757,0.665699663,0.549472664,0.82933922
70,baseline,0.595335665,0.513761794,0.66783282,0.552384005,0.474682576,0.613993343,0.815579392,0.696654595,0.904780228,0.662334712,0.548783975,0.819453189
71,baseline,0.595504428,0.513083435,0.66793073,0.552728459,0.48486807,0.621694149,0.815966441,0.692939878,0.90703208,0.664044763,0.554062599,0.823501002
72,baseline,0.592623077,0.51416086,0.6636794,0.549699235,0.465912488,0.605779281,0.81676286,0.70071383,0.905738038,0.665111785,0.555154892,0.828146766
73,baseline,0.595300476,0.515345162,0.669503283,0.552011292,0.482525744,0.618834308,0.815454173,0.696678898,0.906098051,0.663454309,0.552759782,0.822529587
74,baseline,0.595190391,0.516531053,0.666116123,0.551708205,0.477397832,0.610668233,0.814460624,0.699327815,0.903740813,0.665103856,0.554245317,0.823044194
75,baseline,0.596424711,0.512897892,0.669884518,0.551858298,0.477966652,0.610450985,0.815606072,0.694174959,0.902840219,0.662041113,0.553236144,0.816730278
76,baseline,0.59376621,0.511076546,0.665060149,0.550235191,0.484142641,0.611328946,0.819823601,0.701714772,0.907910788,0.668032348,0.555872266,0.828218061
77,baseline,0.595663798,0.514045318,0.664940821,0.551481224,0.478853188,0.598188877,0.814488346,0.696212043,0.904369123,0.664769469,0.5538881,0.823026884
78,baseline,0.594525187,0.510282948,0.666731012,0.551601409,0.465665563,0.618813676,0.815410056,0.698990922,0.904232184,0.662666302,0.553358848,0.821331036
79,baseline,0.595588912,0.50944991,0.667817475,0.552540773,0.491436583,0.598060103,0.815811426,0.69714205,0.905230325,0.664655377,0.55166786,0.820690691
80,baseline,0.59432852,0.512505757,0.667249404,0.551527955,0.488853314,0.611495634,0.814857694,0.701272317,0.904334813,0.66289574,0.554479405,0.816811877
81,baseline,0.591837035,0.509620345,0.66340531,0.549556879,0.470646221,0.614172772,0.815763195,0.701101552,0.905891453,0.665497832,0.553632612,0.825367292
82,baseline,0.593869483,0.511702369,0.666920684,0.550833675,0.487369261,0.604054724,0.816763208,0.703092934,0.906421092,0.665584968,0.55436312,0.822774599
83,baseline,0.594979997,0.51140646,0.666250444,0.551537542,0.483407778,0.620916006,0.815574181,0.697992023,0.902151623,0.664152996,0.549583595,0.828735993
84,baseline,0.595420361,0.514080693,0.667025481,0.551681604,0.472265807,0.621201355,0.813422545,0.694320257,0.901826618,0.661896777,0.552132435,0.819949794
85,baseline,0.597017361,0.514391655,0.667915106,0.555697712,0.481400389,0.606671974,0.813920575,0.702378801,0.899671389,0.658474836,0.545952282,0.814980196
86,baseline,0.590383728,0.510396778,0.663635298,0.54886278,0.469791366,0.606424184,0.817829337,0.695697274,0.905858796,0.665677198,0.554106037,0.817220191
87,baseline,0.589367078,0.505966872,0.663563801,0.546291438,0.483285528,0.608886594,0.817777794,0.700832901,0.908449432,0.66817851,0.554998854,0.822037759
88,baseline,0.595893607,0.518467035,0.667498298,0.55501884,0.481638763,0.609847123,0.818495158,0.718503382,0.906397598,0.661884128,0.552520353,0.804937744
89,baseline,0.596842012,0.515495391,0.66747106,0.551028691,0.459683497,0.615659542,0.809077248,0.691317276,0.897576386,0.657585153,0.547520732,0.818639117
90,baseline,0.593713804,0.511688367,0.666911509,0.551718627,0.482040649,0.606398046,0.816477215,0.698590107,0.90668061,0.664336819,0.551864243,0.814497004
91,baseline,0.58691552,0.507723007,0.659617539,0.538921933,0.473289964,0.609533398,0.821519494,0.699042212,0.909262424,0.675733542,0.557978712,0.834743777
92,baseline,0.587712867,0.50233272,0.661528205,0.545045236,0.481587819,0.609550724,0.814041417,0.69247329,0.90334988,0.664095831,0.552105535,0.822148591
93,baseline,0.592513621,0.511617924,0.663905023,0.549213415,0.473995715,0.62318785,0.816313561,0.697787111,0.905025871,0.665383791,0.550279251,0.82197711
94,baseline,0.594464908,0.511680245,0.66760624,0.551182445,0.474568341,0.607212943,0.813164048,0.697342176,0.899731957,0.660958211,0.54970794,0.814996691
95,baseline,0.590785208,0.508532594,0.666105302,0.548840116,0.495124001,0.606372902,0.814355566,0.695955423,0.901039654,0.665442949,0.551739791,0.828675271
96,baseline,0.589002941,0.506077891,0.663405664,0.543164944,0.483177871,0.602900601,0.820839421,0.700039885,0.911330121,0.671799172,0.557476992,0.829847352
97,baseline,0.589129413,0.508439295,0.661024515,0.546246988,0.489811388,0.623071068,0.814860061,0.696041541,0.903531303,0.666632992,0.553776814,0.825272564
98,baseline,0.58649417,0.503681118,0.660728466,0.544139849,0.459525743,0.598529256,0.811634998,0.694233324,0.899424435,0.663049853,0.551590478,0.819140929
99,baseline,0.58968687,0.507562987,0.661505672,0.547231272,0.466107481,0.593923117,0.810594746,0.691073838,0.900030908,0.66068408,0.55305324,0.819335654
100,baseline,0.58615854,0.502573909,0.659636057,0.543307865,0.479027223,0.590037004,0.816332351,0.693243922,0.907277659,0.667599734,0.557901501,0.816584756
101,baseline,0.594644265,0.512693171,0.667456075,0.551072872,0.501812299,0.622624573,0.816687095,0.698066667,0.904975479,0.663874352,0.553259395,0.821963038
102,baseline,0.594095095,0.513724335,0.666341243,0.550873719,0.488783009,0.599831993,0.816043508,0.700750999,0.904233862,0.661899432,0.554341368,0.817463054
103,baseline,0.593677107,0.510996012,0.666632183,0.550738221,0.473180759,0.596854159,0.815132628,0.69770658,0.901844628,0.662255041,0.551516409,0.822379263
104,baseline,0.593947247,0.5140131,0.66499057,0.550425079,0.471796223,0.604365897,0.815121901,0.692490092,0.904793842,0.662054568,0.549743788,0.816046662
105,baseline,0.594497115,0.513513974,0.667838881,0.550805642,0.494365914,0.617527199,0.81495274,0.698012089,0.903803337,0.663642846,0.554250678,0.81840004
106,baseline,0.594111567,0.513952154,0.666024351,0.550742947,0.461056955,0.635280521,0.814589019,0.69587904,0.907278665,0.661299904,0.55137204,0.817777573
107,baseline,0.593743069,0.513409902,0.666237891,0.550698369,0.492811139,0.593396354,0.815629332,0.694543565,0.906923922,0.66118995,0.553503578,0.822529906
108,baseline,0.594040849,0.51273173,0.667519765,0.550201188,0.47988413,0.60013111,0.814367259,0.697229068,0.904973055,0.661593431,0.551212995,0.817576454
109,baseline,0.595089939,0.514536825,0.667678299,0.550747801,0.48196441,0.598896897,0.815038478,0.699642445,0.903239575,0.662926155,0.550358662,0.82550557
110,baseline,0.595291816,0.515778833,0.667826719,0.551468106,0.483618967,0.606115839,0.816220947,0.703019764,0.90479927,0.664973589,0.551159628,0.824164362
111,baseline,0.59525534,0.511917388,0.667924445,0.55040049,0.489900853,0.620017534,0.817541277,0.693484033,0.90550527,0.665019276,0.554912586,0.825649057
112,baseline,0.595326952,0.513976255,0.666775932,0.55033929,0.457344972,0.612957303,0.815754943,0.697193188,0.903881862,0.665455059,0.554448663,0.823244724
113,baseline,0.59411473,0.516566026,0.667050584,0.550598833,0.487641378,0.617022659,0.816206783,0.700041938,0.905458835,0.662826279,0.552471237,0.821580581
114,baseline,0.595398967,0.51445509,0.667346009,0.550131847,0.474842633,0.604603514,0.815426363,0.694965837,0.905941105,0.663929284,0.551769376,0.822327466
115,baseline,0.59357515,0.510997666,0.666394116,0.550174621,0.47636324,0.620158959,0.816049711,0.698752091,0.908701565,0.664662886,0.551915354,0.825661178
116,baseline,0.596225071,0.513759891,0.667896191,0.550262713,0.48203777,0.610504291,0.816743881,0.696046258,0.907254845,0.663262849,0.551667761,0.821383883
117,baseline,0.594130589,0.512322018,0.66558774,0.550794015,0.469406172,0.607719941,0.814534493,0.700317366,0.904581698,0.665755761,0.553526763,0.827756673
118,baseline,0.592471436,0.509604813,0.664205423,0.548707563,0.471115603,0.6220372,0.815385957,0.699726897,0.904464473,0.664791341,0.555446174,0.821673217
119,baseline,0.592392194,0.509861425,0.663829345,0.547880104,0.483672938,0.611742257,0.817114561,0.692905874,0.907077105,0.66611544,0.556229053,0.823144508
120,baseline,0.595508926,0.5129952,0.668531907,0.548386136,0.4874594,0.63059612,0.817184797,0.693983813,0.906452064,0.666835265,0.555965237,0.82992807
121,baseline,0.595382088,0.514810691,0.665945891,0.551311619,0.49776203,0.619706881,0.81495983,0.695911703,0.904990031,0.661060277,0.548122359,0.813739157
122,baseline,0.592630762,0.510581029,0.665876126,0.550876205,0.459752811,0.627453708,0.814086855,0.69304489,0.902852066,0.663644523,0.551279846,0.819575781
123,baseline,0.594749103,0.513609215,0.667023073,0.551163335,0.496252685,0.599282812,0.814956501,0.698747604,0.90197171,0.663177157,0.550906886,0.818345389
124,baseline,0.605725693,0.526996085,0.678049544,0.550830285,0.495130065,0.603025539,0.812938226,0.691617489,0.903223859,0.660547691,0.548668464,0.82914099
125,baseline,0.594559945,0.51107558,0.667045374,0.551664572,0.467778004,0.608360526,0.816582924,0.701401633,0.905435317,0.663009821,0.55059934,0.824907959
126,baseline,0.593344297,0.511895947,0.665657286,0.550393143,0.475432104,0.617012849,0.813361896,0.693332116,0.902677247,0.661428458,0.55087069,0.820652885
127,baseline,0.593869709,0.508154494,0.667495826,0.551241451,0.492710557,0.6127143,0.813957641,0.69281251,0.903897134,0.662506857,0.550125669,0.821585139
128,baseline,0.593370256,0.510477563,0.664901769,0.550228137,0.489862972,0.623140896,0.814560693,0.692653359,0.902429012,0.661682845,0.553657227,0.815435826
129,baseline,0.594637755,0.512563546,0.667806692,0.551726123,0.485925715,0.601608736,0.81374327,0.697998795,0.90128877,0.662149252,0.553637441,0.817176886
130,baseline,0.594238464,0.511439776,0.667822657,0.548231505,0.477976231,0.603330256,0.817957955,0.696950656,0.90585937,0.665023403,0.553645837,0.820505763
131,baseline,0.595294131,0.511843427,0.666952636,0.550680549,0.484707246,0.598989437,0.816183023,0.69590864,0.904221989,0.663194536,0.55020315,0.818798987
132,baseline,0.597678753,0.518083234,0.669566872,0.551896983,0.501277851,0.604879279,0.808981228,0.691745039,0.895943902,0.653133364,0.543523166,0.813505559
133,baseline,0.594208239,0.515044408,0.66782328,0.549465758,0.485130487,0.605272809,0.802689396,0.685753271,0.889293997,0.653251295,0.545039539,0.813796766
134,baseline,0.599205814,0.513614792,0.670626293,0.551458711,0.499790597,0.627911568,0.809829567,0.693321994,0.89842137,0.657825256,0.544822662,0.81691499
135,baseline,0.601951488,0.518995057,0.674470746,0.551748877,0.497185291,0.59519662,0.80362751,0.68574088,0.891584093,0.652440124,0.542265477,0.810387616
136,baseline,0.595944078,0.514273315,0.667068226,0.552015628,0.481202154,0.609053117,0.81296132,0.693780692,0.900903276,0.661801586,0.550438059,0.828435944
137,baseline,0.595384754,0.51501995,0.667478519,0.551717604,0.481705487,0.610961911,0.813215682,0.694971912,0.901604316,0.662333464,0.553822215,0.821300861
138,baseline,0.59620203,0.514893529,0.667847874,0.551856935,0.479143089,0.631211092,0.809057294,0.690026789,0.895257309,0.653650339,0.543981088,0.811827646
139,baseline,0.595659299,0.513717946,0.668995624,0.551852574,0.474915485,0.624146072,0.815337512,0.704262662,0.903023206,0.662156452,0.548469465,0.817786015
140,baseline,0.597528777,0.519857262,0.66730202,0.553215404,0.488120863,0.604799113,0.814624928,0.699495363,0.90307496,0.656043712,0.545144485,0.81398396
141,baseline,0.597053705,0.514038962,0.667390729,0.551744113,0.488381841,0.609708377,0.811214365,0.693975196,0.898973615,0.657195847,0.5475308,0.81482954
142,baseline,0.595671166,0.514403977,0.666758827,0.551666259,0.462702311,0.611146692,0.811907316,0.694265102,0.899452531,0.66006845,0.551216195,0.820289871
143,baseline,0.598427744,0.516382172,0.670432346,0.551858176,0.478540878,0.621193428,0.814378523,0.701233717,0.905437493,0.658210462,0.547426574,0.814286176
144,baseline,0.592467894,0.508807952,0.665810919,0.55013819,0.489640583,0.59960326,0.815023665,0.695388007,0.90234137,0.663076211,0.552046052,0.822304805
145,baseline,0.594073455,0.512357116,0.666604319,0.551608628,0.480574294,0.628531316,0.813608502,0.696763976,0.904178219,0.660435615,0.546633958,0.817475674
146,baseline,0.595166871,0.514722902,0.667062392,0.552175669,0.477031817,0.616696366,0.812125162,0.6943536,0.903273648,0.659194538,0.550576995,0.816746528
147,baseline,0.595602,0.517169398,0.667559387,0.551909881,0.490265969,0.60746909,0.81455956,0.697409933,0.905005972,0.660923709,0.551887471,0.817657744
148,baseline,0.595606885,0.515579289,0.667088294,0.551253358,0.512761164,0.624660625,0.815473034,0.696450714,0.905852655,0.663277212,0.551160479,0.821940681
149,baseline,0.59504401,0.513875736,0.667156081,0.55162816,0.482059887,0.608219372,0.815667186,0.700001583,0.90239929,0.666197245,0.554131476,0.821630151
150,baseline,0.59535462,0.509906817,0.667691208,0.552533459,0.494446038,0.61593472,0.815371088,0.698893368,0.905264435,0.662529483,0.548408493,0.822876641
151,baseline,0.59530125,0.515764408,0.666216115,0.552301912,0.426002915,0.612161934,0.816559835,0.698074658,0.907438691,0.665172738,0.551133125,0.831806341
152,baseline,0.592993297,0.51124742,0.666354538,0.551499305,0.493731165,0.607254834,0.813463916,0.702751166,0.905129743,0.660767383,0.549229242,0.815195618
153,baseline,0.595889874,0.511122934,0.66589266,0.55282945,0.482693461,0.624080769,0.816002443,0.692610444,0.906254567,0.663317279,0.551935011,0.816698239
154,baseline,0.59383031,0.511537829,0.666110966,0.550067915,0.494634154,0.601830526,0.816999171,0.698303756,0.907453188,0.665966898,0.553526345,0.822227457
155,baseline,0.596102333,0.513365087,0.667334793,0.552616639,0.49190481,0.603831983,0.814769592,0.699173018,0.905261643,0.660933041,0.550299628,0.819265778
156,baseline,0.594406411,0.513314451,0.668025243,0.552320673,0.481091864,0.634999369,0.815635597,0.695587095,0.905074819,0.663391926,0.550883355,0.819381941
157,baseline,0.595242578,0.510933875,0.668890468,0.551919347,0.461566585,0.614386782,0.815731542,0.697754494,0.903840455,0.663170583,0.554311644,0.82084684
158,baseline,0.594652188,0.515775209,0.666399694,0.551209451,0.462419614,0.615418519,0.816478761,0.698315571,0.907383255,0.664898298,0.551534302,0.825266139
159,baseline,0.594403508,0.512655062,0.66601901,0.551370804,0.48800015,0.593227102,0.814235729,0.698136703,0.905058803,0.663216674,0.551997726,0.825107751
160,baseline,0.595413123,0.516953174,0.667233653,0.550875015,0.480406613,0.615850308,0.818089124,0.696681429,0.9059483,0.665876298,0.552755234,0.827564068
161,baseline,0.595354279,0.514635811,0.666734322,0.551705979,0.468599445,0.606303243,0.812420493,0.693214671,0.903533013,0.657756198,0.550833427,0.811211475
162,baseline,0.594320476,0.515326167,0.667025694,0.551987437,0.471325704,0.609298179,0.815726572,0.695401553,0.902159249,0.661658775,0.554198093,0.822797495
163,baseline,0.594676795,0.51263746,0.662464227,0.552552532,0.485963651,0.606897663,0.815470729,0.691853948,0.902521917,0.661246453,0.548077561,0.81790085
164,baseline,0.594623972,0.511449294,0.665767111,0.551788856,0.495985344,0.618081619,0.816416711,0.695700571,0.904406335,0.664494351,0.553625079,0.824095656
165,baseline,0.596211768,0.511667311,0.666722393,0.550975774,0.479361979,0.618547006,0.819029226,0.695392222,0.910788838,0.664665885,0.550409981,0.819747708
166,baseline,0.595790191,0.514356964,0.667751875,0.552194716,0.497658855,0.599394667,0.815402331,0.701931603,0.902905191,0.663737442,0.552211371,0.828144913
167,baseline,0.595074065,0.517131462,0.668888818,0.551585751,0.486077041,0.625191388,0.816146635,0.695294395,0.906695093,0.663130476,0.549054375,0.822673959
168,baseline,0.594098016,0.512743205,0.666220581,0.549379828,0.454993843,0.613277761,0.820472155,0.698917877,0.909709778,0.669962519,0.559810127,0.824146466
169,baseline,0.596454424,0.518183648,0.668194718,0.552717489,0.480814034,0.633404418,0.816521545,0.695048383,0.902328472,0.660698258,0.551437357,0.812067768
170,baseline,0.59539589,0.511763185,0.667451634,0.552234892,0.495518479,0.622268424,0.815906489,0.6998575,0.903473763,0.662968231,0.551842335,0.815995729
171,baseline,0.593970076,0.510692234,0.665921925,0.551991913,0.489329801,0.595418786,0.816140433,0.698261902,0.906438616,0.66300557,0.551224715,0.824315115
172,baseline,0.595102251,0.516123603,0.664285901,0.551394401,0.471915753,0.608838827,0.816683959,0.701370426,0.904686274,0.665972751,0.550367315,0.825888367
173,baseline,0.595133162,0.514214936,0.667790355,0.551872101,0.490494837,0.605474073,0.814227232,0.695148017,0.905096361,0.661559383,0.548809497,0.819332578
174,baseline,0.594279085,0.513827452,0.668907534,0.551805408,0.481386566,0.622685013,0.815678192,0.697161389,0.90398813,0.663497392,0.555583547,0.822187605
175,baseline,0.594604789,0.514973118,0.667960323,0.551504761,0.495789039,0.621760491,0.816140704,0.700937295,0.905913281,0.665001186,0.553048272,0.81768749
176,baseline,0.596834333,0.515771476,0.668503463,0.552116599,0.482630968,0.621010976,0.815476292,0.694283794,0.906200679,0.663302781,0.552856185,0.821481644
177,baseline,0.593699043,0.512328657,0.664977154,0.551349616,0.463309788,0.611852833,0.815323817,0.701239976,0.90388786,0.662331262,0.552247862,0.826106535
178,baseline,0.595752859,0.513543715,0.667764907,0.551920314,0.470107182,0.611190299,0.816836036,0.701301829,0.908077823,0.663870462,0.552580032,0.823097511
